Time(sec),Time(hh),TGT (C),NH(%),NL(%),ALT,LAS,OAT c,Validity,WonW
127,02:07.1,305.3,59,36,2290,6,31.3,0x0000,TRUE
127,02:07.2,305.3,59,36.1,2290,6,31.3,0x0000,TRUE
127,02:07.4,305.3,59,36.1,2290,6,31.3,0x0000,TRUE
127,02:07.5,305.3,59,36.1,2290,6,31.3,0x0000,TRUE
127,02:07.6,305.3,59,36.1,2288,6,31.4,0x0000,TRUE
127,02:07.8,305.3,59,36.1,2288,6,31.4,0x0000,TRUE
127,02:07.9,305.3,59,36.1,2288,6,31.4,0x0000,TRUE
128,02:08.0,305.3,59,36.1,2288,6,31.4,0x0000,TRUE
128,02:08.1,305.3,59,36,2288,4,31.3,0x0000,TRUE
128,02:08.3,305.3,59,36,2288,4,31.3,0x0000,TRUE
128,02:08.4,305.3,59,36,2288,4,31.3,0x0000,TRUE
128,02:08.5,305.3,59,36,2288,4,31.3,0x0000,TRUE
128,02:08.6,305.3,59,36,2288,4,31.1,0x0000,TRUE
128,02:08.8,305.3,59,36,2288,4,31.1,0x0000,TRUE
128,02:08.9,305.3,59,36,2288,4,31.1,0x0000,TRUE
129,02:09.0,305,59,36,2288,4,31.1,0x0000,TRUE
129,02:09.1,305,59,36,2288,4,31.3,0x0000,TRUE
129,02:09.2,305.3,59,36,2288,4,31.3,0x0000,TRUE
129,02:09.4,305.3,59,36,2288,4,31.3,0x0000,TRUE
129,02:09.5,305.3,59,36,2288,4,31.3,0x0000,TRUE
129,02:09.6,305.3,58.9,36,2290,6,31.4,0x0000,TRUE
129,02:09.8,305.3,58.9,36,2290,6,31.4,0x0000,TRUE
129,02:09.9,305.3,58.9,36,2290,6,31.4,0x0000,TRUE
130,02:10.0,305.3,58.9,36,2290,6,31.4,0x0000,TRUE
130,02:10.1,305.3,58.9,36,2290,6,31.3,0x0000,TRUE
130,02:10.3,305.3,58.9,36,2290,6,31.3,0x0000,TRUE
130,02:10.4,305.3,58.9,36,2290,6,31.3,0x0000,TRUE
130,02:10.5,305.9,58.9,36,2290,6,31.3,0x0000,TRUE
130,02:10.6,305.9,58.9,36,2288,4,31.4,0x0000,TRUE
130,02:10.8,305.6,58.9,36,2288,4,31.4,0x0000,TRUE
130,02:10.9,305.3,58.9,36,2288,4,31.4,0x0000,TRUE
131,02:11.0,305,58.9,36,2288,4,31.4,0x0000,TRUE
131,02:11.1,305.3,58.9,36,2288,4,31.5,0x0000,TRUE
131,02:11.3,305.3,58.9,35.9,2288,4,31.5,0x0000,TRUE
131,02:11.4,305.3,58.9,35.9,2288,4,31.5,0x0000,TRUE
131,02:11.5,305.3,58.9,35.9,2288,4,31.5,0x0000,TRUE
131,02:11.6,305.3,58.9,35.9,2288,5,31.4,0x0000,TRUE
131,02:11.7,305.3,58.9,35.9,2288,5,31.4,0x0000,TRUE
131,02:11.9,305.3,58.9,35.9,2288,5,31.4,0x0000,TRUE
132,02:12.0,305.3,58.9,35.9,2288,5,31.4,0x0000,TRUE
132,02:12.1,305.3,58.9,35.9,2290,6,31.3,0x0000,TRUE
132,02:12.3,305.3,58.9,35.9,2290,6,31.3,0x0000,TRUE
132,02:12.4,305.3,58.9,35.9,2290,6,31.3,0x0000,TRUE
132,02:12.5,305,58.9,35.9,2290,6,31.3,0x0000,TRUE
132,02:12.6,305.3,58.9,35.9,2288,4,31.4,0x0000,TRUE
132,02:12.8,305.3,58.9,35.9,2288,4,31.4,0x0000,TRUE
132,02:12.9,305.3,58.9,35.9,2288,4,31.4,0x0000,TRUE
133,02:13.0,305.3,58.9,35.9,2288,4,31.4,0x0000,TRUE
133,02:13.1,305.3,58.9,35.9,2290,7,31.3,0x0000,TRUE
133,02:13.3,305.3,58.9,35.9,2290,7,31.3,0x0000,TRUE
133,02:13.4,305.3,58.9,35.9,2290,7,31.3,0x0000,TRUE
133,02:13.5,305.6,59,35.9,2290,7,31.3,0x0000,TRUE
133,02:13.6,305.6,59,35.9,2290,6,31.4,0x0000,TRUE
133,02:13.7,305.9,58.9,35.9,2290,6,31.4,0x0000,TRUE
133,02:13.9,305.6,58.9,35.9,2290,6,31.4,0x0000,TRUE
134,02:14.0,305.6,59,35.9,2290,6,31.4,0x0000,TRUE
134,02:14.1,305.6,59,36,2290,6,31.4,0x0000,TRUE
134,02:14.2,305.6,59,36,2290,6,31.4,0x0000,TRUE
134,02:14.4,305.6,58.9,36,2290,6,31.4,0x0000,TRUE
134,02:14.5,305.6,58.9,36,2290,6,31.4,0x0000,TRUE
134,02:14.6,305.9,58.9,36,2290,8,31.4,0x0000,TRUE
134,02:14.7,305.9,58.9,35.9,2290,8,31.4,0x0000,TRUE
134,02:14.9,305.9,59,36,2290,8,31.4,0x0000,TRUE
135,02:15.0,305.9,59,36,2290,8,31.4,0x0000,TRUE
135,02:15.1,305.9,59,36,2288,6,31.4,0x0000,TRUE
135,02:15.2,305.9,59,36,2288,6,31.4,0x0000,TRUE
135,02:15.4,305.9,59,36,2288,6,31.4,0x0000,TRUE
135,02:15.5,305.9,59,36,2288,6,31.4,0x0000,TRUE
135,02:15.6,305.9,59,36,2288,6,31.3,0x0000,TRUE
135,02:15.8,305.9,59,36,2288,6,31.3,0x0000,TRUE
135,02:15.9,305.9,59,36,2288,6,31.3,0x0000,TRUE
136,02:16.0,305.9,59,36,2288,6,31.3,0x0000,TRUE
136,02:16.1,305.9,59,36,2288,6,31.4,0x0000,TRUE
136,02:16.3,305.9,59,36,2288,6,31.4,0x0000,TRUE
136,02:16.4,306.2,59,36,2288,6,31.4,0x0000,TRUE
136,02:16.5,306.2,59,36,2288,6,31.4,0x0000,TRUE
136,02:16.6,306.2,59,36,2288,4,31.4,0x0000,TRUE
136,02:16.8,306.2,59,36,2288,4,31.4,0x0000,TRUE
136,02:16.9,306.2,59,36,2288,4,31.4,0x0000,TRUE
137,02:17.0,306.2,59,36,2288,4,31.4,0x0000,TRUE
137,02:17.1,306.2,59,36,2288,4,31.3,0x0000,TRUE
137,02:17.2,306.2,59,36,2288,4,31.3,0x0000,TRUE
137,02:17.4,306.4,59,36,2288,4,31.3,0x0000,TRUE
137,02:17.5,306.4,59,36,2288,4,31.3,0x0000,TRUE
137,02:17.6,306.4,59,36,2288,6,31.3,0x0000,TRUE
137,02:17.8,306.4,59,36,2288,6,31.3,0x0000,TRUE
137,02:17.9,306.4,59,36,2288,6,31.3,0x0000,TRUE
138,02:18.0,306.4,59,36,2288,6,31.3,0x0000,TRUE
138,02:18.1,306.4,59,36,2288,6,31.5,0x0000,TRUE
138,02:18.3,306.4,59,36.1,2288,6,31.5,0x0000,TRUE
138,02:18.4,306.4,59,36.1,2288,6,31.5,0x0000,TRUE
138,02:18.5,306.7,59,36.1,2288,6,31.5,0x0000,TRUE
138,02:18.6,306.7,59,36.1,2288,2,31.4,0x0000,TRUE
138,02:18.8,306.7,59,36.1,2288,2,31.4,0x0000,TRUE
138,02:18.9,306.7,59,36.1,2288,2,31.4,0x0000,TRUE
139,02:19.0,306.7,59,36.1,2288,2,31.4,0x0000,TRUE
139,02:19.1,306.7,59,36.1,2288,6,31.3,0x0000,TRUE
139,02:19.3,306.7,59,36.1,2288,6,31.3,0x0000,TRUE
139,02:19.4,306.7,59,36.1,2288,6,31.3,0x0000,TRUE
139,02:19.5,306.7,59.1,36.1,2288,6,31.3,0x0000,TRUE
139,02:19.6,306.7,59.1,36.1,2288,6,31.4,0x0000,TRUE
139,02:19.8,306.7,59.1,36.1,2288,6,31.4,0x0000,TRUE
139,02:19.9,306.7,59.1,36.1,2288,6,31.4,0x0000,TRUE
140,02:20.0,306.7,59.1,36.1,2288,6,31.4,0x0000,TRUE
140,02:20.1,306.7,59.1,36.1,2288,6,31.1,0x0000,TRUE
140,02:20.3,306.7,59.1,36.1,2288,6,31.1,0x0000,TRUE
140,02:20.4,306.7,59.1,36.1,2288,6,31.1,0x0000,TRUE
140,02:20.5,306.7,59.1,36.1,2288,6,31.1,0x0000,TRUE
140,02:20.6,306.7,59.1,36.1,2288,8,31.3,0x0000,TRUE
140,02:20.8,306.7,59.1,36.1,2288,8,31.3,0x0000,TRUE
140,02:20.9,306.7,59.1,36.1,2288,8,31.3,0x0000,TRUE
141,02:21.0,306.7,59.1,36.1,2288,8,31.3,0x0000,TRUE
141,02:21.1,306.7,59.1,36.1,2288,5,31.4,0x0000,TRUE
141,02:21.2,306.7,59.1,36.1,2288,5,31.4,0x0000,TRUE
141,02:21.4,306.4,59.1,36.1,2288,5,31.4,0x0000,TRUE
141,02:21.5,306.4,59.1,36.1,2288,5,31.4,0x0000,TRUE
141,02:21.6,306.4,59.1,36.1,2288,6,31.4,0x0000,TRUE
141,02:21.7,306.2,59.1,36.1,2288,6,31.4,0x0000,TRUE
141,02:21.9,306.2,59.1,36.1,2288,6,31.4,0x0000,TRUE
142,02:22.0,306.2,59.1,36.1,2288,6,31.4,0x0000,TRUE
142,02:22.1,306.4,59.1,36.1,2288,5,31.4,0x0000,TRUE
142,02:22.3,306.4,59.1,36.1,2288,5,31.4,0x0000,TRUE
142,02:22.4,306.4,59.1,36.1,2288,5,31.4,0x0000,TRUE
142,02:22.5,306.4,59.1,36.1,2288,5,31.4,0x0000,TRUE
142,02:22.6,306.4,59.1,36.1,2288,5,31.4,0x0000,TRUE
142,02:22.8,306.4,59.1,36.1,2288,5,31.4,0x0000,TRUE
142,02:22.9,306.4,59.1,36.1,2288,5,31.4,0x0000,TRUE
143,02:23.0,306.2,59.1,36.1,2288,5,31.4,0x0000,TRUE
143,02:23.1,306.2,59.1,36.1,2288,4,31.3,0x0000,TRUE
143,02:23.3,306.2,59.1,36.1,2288,4,31.3,0x0000,TRUE
143,02:23.4,306.2,59.1,36.2,2288,4,31.3,0x0000,TRUE
143,02:23.5,306.2,59.1,36.2,2288,4,31.3,0x0000,TRUE
143,02:23.6,306.2,59.1,36.2,2288,4,31.3,0x0000,TRUE
143,02:23.8,306.2,59.1,36.2,2288,4,31.3,0x0000,TRUE
143,02:23.9,306.2,59.1,36.2,2288,4,31.3,0x0000,TRUE
144,02:24.0,306.2,59.1,36.2,2288,4,31.3,0x0000,TRUE
144,02:24.1,306.2,59.1,36.2,2288,4,31.3,0x0000,TRUE
144,02:24.3,306.2,59.1,36.1,2288,4,31.3,0x0000,TRUE
144,02:24.4,306.2,59.1,36.1,2288,4,31.3,0x0000,TRUE
144,02:24.5,306.2,59.1,36.2,2288,4,31.3,0x0000,TRUE
144,02:24.6,306.2,59.1,36.2,2288,0,31.4,0x0000,TRUE
144,02:24.7,306.2,59.1,36.2,2288,0,31.4,0x0000,TRUE
144,02:24.9,306.2,59.1,36.2,2288,0,31.4,0x0000,TRUE
145,02:25.0,305.9,59.1,36.2,2288,0,31.4,0x0000,TRUE
145,02:25.1,305.9,59.1,36.2,2288,4,31.4,0x0000,TRUE
145,02:25.3,306.2,59.1,36.2,2288,4,31.4,0x0000,TRUE
145,02:25.4,306.2,59.1,36.2,2288,4,31.4,0x0000,TRUE
145,02:25.5,305.9,59.1,36.2,2288,4,31.4,0x0000,TRUE
145,02:25.6,305.9,59.1,36.2,2288,5,31.5,0x0000,TRUE
145,02:25.8,305.9,59.1,36.2,2288,5,31.5,0x0000,TRUE
145,02:25.9,305.9,59.1,36.2,2288,5,31.5,0x0000,TRUE
146,02:26.0,305.9,59.1,36.2,2288,5,31.5,0x0000,TRUE
146,02:26.1,305.9,59.1,36.2,2288,4,31.4,0x0000,TRUE
146,02:26.3,305.9,59.1,36.2,2288,4,31.4,0x0000,TRUE
146,02:26.4,305.9,59.1,36.2,2288,4,31.4,0x0000,TRUE
146,02:26.5,305.9,59.1,36.2,2288,4,31.4,0x0000,TRUE
146,02:26.6,306.4,59.1,36.2,2288,5,31.3,0x0000,TRUE
146,02:26.8,306.4,59.2,36.2,2288,5,31.3,0x0000,TRUE
146,02:26.9,306.2,59.2,36.2,2288,5,31.3,0x0000,TRUE
147,02:27.0,305.9,59.2,36.2,2288,5,31.3,0x0000,TRUE
147,02:27.1,305.9,59.2,36.2,2290,7,31.3,0x0000,TRUE
147,02:27.2,305.9,59.2,36.2,2290,7,31.3,0x0000,TRUE
147,02:27.4,305.9,59.2,36.2,2290,7,31.3,0x0000,TRUE
147,02:27.5,305.9,59.2,36.2,2290,7,31.3,0x0000,TRUE
147,02:27.6,305.9,59.2,36.2,2292,9,31.4,0x0000,TRUE
147,02:27.8,305.9,59.2,36.2,2292,9,31.4,0x0000,TRUE
147,02:27.9,305.6,59.2,36.2,2292,9,31.4,0x0000,TRUE
148,02:28.0,305.6,59.2,36.2,2292,9,31.4,0x0000,TRUE
148,02:28.1,305.6,59.2,36.2,2290,8,31.4,0x0000,TRUE
148,02:28.3,305.6,59.2,36.2,2290,8,31.4,0x0000,TRUE
148,02:28.4,305.6,59.2,36.2,2290,8,31.4,0x0000,TRUE
148,02:28.5,305.6,59.2,36.2,2290,8,31.4,0x0000,TRUE
148,02:28.6,305.6,59.2,36.1,2288,6,31.3,0x0000,TRUE
148,02:28.7,305.6,59.2,36.1,2288,6,31.3,0x0000,TRUE
148,02:28.9,305.6,59.2,36.1,2288,6,31.3,0x0000,TRUE
149,02:29.0,305.6,59.2,36.1,2288,6,31.3,0x0000,TRUE
149,02:29.1,305.6,59.2,36.1,2290,8,31.4,0x0000,TRUE
149,02:29.3,305.6,59.2,36.1,2290,8,31.4,0x0000,TRUE
149,02:29.4,305.9,59.2,36.1,2290,8,31.4,0x0000,TRUE
149,02:29.5,305.6,59.2,36.1,2290,8,31.4,0x0000,TRUE
149,02:29.6,305.9,59.2,36.1,2288,6,31.4,0x0000,TRUE
149,02:29.7,305.9,59.2,36.1,2288,6,31.4,0x0000,TRUE
149,02:29.9,305.9,59.2,36.1,2288,6,31.4,0x0000,TRUE
150,02:30.0,305.9,59.2,36.1,2288,6,31.4,0x0000,TRUE
150,02:30.1,305.9,59.2,36.1,2290,6,31.1,0x0000,TRUE
150,02:30.2,305.6,59.2,36.1,2290,6,31.1,0x0000,TRUE
150,02:30.4,305.9,59.2,36.1,2290,6,31.1,0x0000,TRUE
150,02:30.5,305.9,59.2,36.1,2290,6,31.1,0x0000,TRUE
150,02:30.6,305.9,59.2,36.1,2288,6,31,0x0000,TRUE
150,02:30.8,305.9,59.2,36.1,2288,6,31,0x0000,TRUE
150,02:30.9,305.9,59.2,36.1,2288,6,31,0x0000,TRUE
151,02:31.0,305.9,59.2,36.1,2288,6,31,0x0000,TRUE
151,02:31.1,305.9,59.2,36.1,2292,8,31.1,0x0000,TRUE
151,02:31.3,305.9,59.2,36.1,2292,8,31.1,0x0000,TRUE
151,02:31.4,305.9,59.2,36.1,2292,8,31.1,0x0000,TRUE
151,02:31.5,305.9,59.2,36.1,2292,8,31.1,0x0000,TRUE
151,02:31.6,305.9,59.2,36.1,2290,7,31.3,0x0000,TRUE
151,02:31.8,305.9,59.2,36.1,2290,7,31.3,0x0000,TRUE
151,02:31.9,305.9,59.2,36.2,2290,7,31.3,0x0000,TRUE
152,02:32.0,305.6,59.2,36.2,2290,7,31.3,0x0000,TRUE
152,02:32.1,305.9,59.2,36.2,2290,8,31.4,0x0000,TRUE
152,02:32.2,305.9,59.2,36.2,2290,8,31.4,0x0000,TRUE
152,02:32.4,305.9,59.2,36.2,2290,8,31.4,0x0000,TRUE
152,02:32.5,305.9,59.2,36.2,2290,8,31.4,0x0000,TRUE
152,02:32.6,305.9,59.2,36.2,2288,4,31.3,0x0000,TRUE
152,02:32.8,305.9,59.2,36.2,2288,4,31.3,0x0000,TRUE
152,02:32.9,305.9,59.2,36.2,2288,4,31.3,0x0000,TRUE
153,02:33.0,305.9,59.2,36.2,2288,4,31.3,0x0000,TRUE
153,02:33.1,305.9,59.2,36.2,2288,4,31.4,0x0000,TRUE
153,02:33.3,305.9,59.2,36.2,2288,4,31.4,0x0000,TRUE
153,02:33.4,305.6,59.2,36.2,2288,4,31.4,0x0000,TRUE
153,02:33.5,305.6,59.2,36.2,2288,4,31.4,0x0000,TRUE
153,02:33.6,305.6,59.2,36.2,2288,4,31.3,0x0000,TRUE
153,02:33.8,305.6,59.2,36.2,2288,4,31.3,0x0000,TRUE
153,02:33.9,305.6,59.2,36.2,2288,4,31.3,0x0000,TRUE
154,02:34.0,305.6,59.2,36.2,2288,4,31.3,0x0000,TRUE
154,02:34.1,305.6,59.2,36.2,2290,7,31.4,0x0000,TRUE
154,02:34.3,305.6,59.2,36.1,2290,7,31.4,0x0000,TRUE
154,02:34.4,305.6,59.2,36.1,2290,7,31.4,0x0000,TRUE
154,02:34.5,305.6,59.2,36.1,2290,7,31.4,0x0000,TRUE
154,02:34.6,305.6,59.2,36.2,2288,4,31.4,0x0000,TRUE
154,02:34.7,305.6,59.2,36.2,2288,4,31.4,0x0000,TRUE
154,02:34.9,305.6,59.2,36.2,2288,4,31.4,0x0000,TRUE
155,02:35.0,305.3,59.2,36.2,2288,4,31.4,0x0000,TRUE
155,02:35.1,305.3,59.2,36.2,2290,5,31.3,0x0000,TRUE
155,02:35.3,305.3,59.2,36.2,2290,5,31.3,0x0000,TRUE
155,02:35.4,305.3,59.2,36.2,2290,5,31.3,0x0000,TRUE
155,02:35.5,305.3,59.2,36.2,2290,5,31.3,0x0000,TRUE
155,02:35.6,305.3,59.2,36.2,2290,6,31.3,0x0000,TRUE
155,02:35.7,305.3,59.2,36.2,2290,6,31.3,0x0000,TRUE
155,02:35.9,305,59.2,36.2,2290,6,31.3,0x0000,TRUE
156,02:36.0,305.3,59.2,36.2,2290,6,31.3,0x0000,TRUE
156,02:36.1,305.3,59.2,36.2,2288,4,31.3,0x0000,TRUE
156,02:36.3,305.3,59.2,36.2,2288,4,31.3,0x0000,TRUE
156,02:36.4,305.3,59.2,36.2,2288,4,31.3,0x0000,TRUE
156,02:36.5,305,59.2,36.1,2288,4,31.3,0x0000,TRUE
156,02:36.6,305,59.2,36.1,2290,7,31.3,0x0000,TRUE
156,02:36.7,305,59.2,36.1,2290,7,31.3,0x0000,TRUE
156,02:36.9,304.7,59.2,36.1,2290,7,31.3,0x0000,TRUE
157,02:37.0,305,59.2,36.2,2290,7,31.3,0x0000,TRUE
157,02:37.1,305,59.2,36.2,2288,4,31.4,0x0000,TRUE
157,02:37.3,305,59.2,36.2,2288,4,31.4,0x0000,TRUE
157,02:37.4,305,59.2,36.2,2288,4,31.4,0x0000,TRUE
157,02:37.5,305,59.2,36.2,2288,4,31.4,0x0000,TRUE
157,02:37.6,305,59.2,36.2,2290,7,31.3,0x0000,TRUE
157,02:37.7,304.7,59.2,36.2,2290,7,31.3,0x0000,TRUE
157,02:37.9,304.7,59.2,36.2,2290,7,31.3,0x0000,TRUE
158,02:38.0,304.7,59.2,36.2,2290,7,31.3,0x0000,TRUE
158,02:38.1,304.7,59.2,36.2,2288,6,31.4,0x0000,TRUE
158,02:38.3,304.7,59.2,36.2,2288,6,31.4,0x0000,TRUE
158,02:38.4,304.7,59.2,36.2,2288,6,31.4,0x0000,TRUE
158,02:38.5,304.7,59.2,36.2,2288,6,31.4,0x0000,TRUE
158,02:38.6,304.7,59.2,36.2,2290,6,31.3,0x0000,TRUE
158,02:38.8,304.7,59.2,36.2,2290,6,31.3,0x0000,TRUE
158,02:38.9,304.7,59.2,36.2,2290,6,31.3,0x0000,TRUE
159,02:39.0,304.4,59.2,36.2,2290,6,31.3,0x0000,TRUE
159,02:39.1,304.4,59.2,36.1,2290,6,31.4,0x0000,TRUE
159,02:39.3,304.4,59.2,36.1,2290,6,31.4,0x0000,TRUE
159,02:39.4,304.4,59.2,36.1,2290,6,31.4,0x0000,TRUE
159,02:39.5,304.4,59.2,36.1,2290,6,31.4,0x0000,TRUE
159,02:39.6,304.4,59.2,36.1,2288,6,31.3,0x0000,TRUE
159,02:39.8,304.4,59.2,36.1,2288,6,31.3,0x0000,TRUE
159,02:39.9,304.1,59.2,36.1,2288,6,31.3,0x0000,TRUE
160,02:40.0,304.4,59.2,36.1,2288,6,31.3,0x0000,TRUE
160,02:40.1,304.1,59.2,36.1,2290,6,31.3,0x0000,TRUE
160,02:40.3,304.1,59.2,36.1,2290,6,31.3,0x0000,TRUE
160,02:40.4,304.1,59.2,36.1,2290,6,31.3,0x0000,TRUE
160,02:40.5,304.4,59.2,36.1,2290,6,31.3,0x0000,TRUE
160,02:40.6,304.4,59.2,36.1,2290,6,31.1,0x0000,TRUE
160,02:40.8,304.4,59.2,36.1,2290,6,31.1,0x0000,TRUE
160,02:40.9,304.1,59.2,36.1,2290,6,31.1,0x0000,TRUE
161,02:41.0,304.1,59.2,36.1,2290,6,31.1,0x0000,TRUE
161,02:41.1,304.1,59.2,36.2,2290,6,31.4,0x0000,TRUE
161,02:41.3,304.1,59.2,36.2,2290,6,31.4,0x0000,TRUE
161,02:41.4,304.1,59.2,36.2,2290,6,31.4,0x0000,TRUE
161,02:41.5,304.1,59.2,36.2,2290,6,31.4,0x0000,TRUE
161,02:41.6,304.1,59.2,36.2,2290,6,31.3,0x0000,TRUE
161,02:41.8,304.1,59.2,36.2,2290,6,31.3,0x0000,TRUE
161,02:41.9,304.4,59.2,36.2,2290,6,31.3,0x0000,TRUE
162,02:42.0,304.1,59.2,36.1,2290,6,31.3,0x0000,TRUE
162,02:42.1,304.1,59.2,36.1,2290,6,31.1,0x0000,TRUE
162,02:42.3,304.1,59.2,36.1,2290,6,31.1,0x0000,TRUE
162,02:42.4,304.1,59.2,36.1,2290,6,31.1,0x0000,TRUE
162,02:42.5,304.1,59.2,36.1,2290,6,31.1,0x0000,TRUE
162,02:42.6,304.1,59.2,36.1,2290,6,31.3,0x0000,TRUE
162,02:42.7,304.1,59.2,36.1,2290,6,31.3,0x0000,TRUE
162,02:42.9,304.1,59.2,36.1,2290,6,31.3,0x0000,TRUE
163,02:43.0,304.1,59.2,36.2,2290,6,31.3,0x0000,TRUE
163,02:43.1,304.1,59.2,36.2,2290,6,31.3,0x0000,TRUE
163,02:43.3,304.1,59.2,36.2,2290,6,31.3,0x0000,TRUE
163,02:43.4,304.1,59.2,36.2,2290,6,31.3,0x0000,TRUE
163,02:43.5,304.1,59.2,36.2,2290,6,31.3,0x0000,TRUE
163,02:43.6,304.1,59.2,36.2,2290,6,31.1,0x0000,TRUE
163,02:43.7,304.1,59.2,36.2,2290,6,31.1,0x0000,TRUE
163,02:43.9,304.1,59.2,36.2,2290,6,31.1,0x0000,TRUE
164,02:44.0,304.1,59.2,36.2,2290,6,31.1,0x0000,TRUE
164,02:44.1,304.1,59.2,36.2,2288,6,31.3,0x0000,TRUE
164,02:44.2,304.4,59.2,36.2,2288,6,31.3,0x0000,TRUE
164,02:44.4,304.4,59.2,36.2,2288,6,31.3,0x0000,TRUE
164,02:44.5,304.4,59.2,36.2,2288,6,31.3,0x0000,TRUE
164,02:44.6,304.4,59.2,36.2,2288,4,31.4,0x0000,TRUE
164,02:44.8,304.4,59.2,36.2,2288,4,31.4,0x0000,TRUE
164,02:44.9,304.4,59.2,36.2,2288,4,31.4,0x0000,TRUE
165,02:45.0,304.4,59.2,36.2,2288,4,31.4,0x0000,TRUE
165,02:45.1,304.4,59.2,36.2,2288,4,31.3,0x0000,TRUE
165,02:45.2,304.4,59.2,36.2,2288,4,31.3,0x0000,TRUE
165,02:45.4,304.4,59.2,36.2,2288,4,31.3,0x0000,TRUE
165,02:45.5,304.4,59.2,36.2,2288,4,31.3,0x0000,TRUE
165,02:45.6,304.4,59.2,36.2,2290,6,31.3,0x0000,TRUE
165,02:45.8,304.1,59.2,36.2,2290,6,31.3,0x0000,TRUE
165,02:45.9,304.4,59.2,36.2,2290,6,31.3,0x0000,TRUE
166,02:46.0,304.1,59.2,36.2,2290,6,31.3,0x0000,TRUE
166,02:46.1,304.1,59.2,36.2,2290,6,31.3,0x0000,TRUE
166,02:46.3,304.1,59.2,36.2,2290,6,31.3,0x0000,TRUE
166,02:46.4,304.1,59.2,36.2,2290,6,31.3,0x0000,TRUE
166,02:46.5,304.4,59.2,36.2,2290,6,31.3,0x0000,TRUE
166,02:46.6,304.4,59.2,36.2,2288,4,31.3,0x0000,TRUE
166,02:46.8,304.4,59.2,36.2,2288,4,31.3,0x0000,TRUE
166,02:46.9,304.4,59.2,36.2,2288,4,31.3,0x0000,TRUE
167,02:47.0,304.4,59.2,36.1,2288,4,31.3,0x0000,TRUE
167,02:47.1,304.4,59.2,36.1,2286,6,31.3,0x0000,TRUE
167,02:47.3,304.4,59.2,36.1,2286,6,31.3,0x0000,TRUE
167,02:47.4,304.4,59.2,36.1,2286,6,31.3,0x0000,TRUE
167,02:47.5,304.4,59.2,36.1,2286,6,31.3,0x0000,TRUE
167,02:47.6,304.4,59.2,36.1,2286,6,31.1,0x0000,TRUE
167,02:47.7,304.4,59.2,36.1,2286,6,31.1,0x0000,TRUE
167,02:47.9,304.4,59.2,36.1,2286,6,31.1,0x0000,TRUE
168,02:48.0,304.4,59.2,36.1,2286,6,31.1,0x0000,TRUE
168,02:48.1,304.1,59.2,36.1,2288,6,31.1,0x0000,TRUE
168,02:48.3,304.1,59.2,36.1,2288,6,31.1,0x0000,TRUE
168,02:48.4,304.4,59.2,36.1,2288,6,31.1,0x0000,TRUE
168,02:48.5,304.4,59.2,36.1,2288,6,31.1,0x0000,TRUE
168,02:48.6,304.4,59.2,36.1,2286,6,31.3,0x0000,TRUE
168,02:48.7,304.4,59.2,36.1,2286,6,31.3,0x0000,TRUE
168,02:48.9,304.7,59.2,36.1,2286,6,31.3,0x0000,TRUE
169,02:49.0,304.7,59.2,36.1,2286,6,31.3,0x0000,TRUE
169,02:49.1,304.7,59.2,36.1,2288,6,31.4,0x0000,TRUE
169,02:49.3,304.7,59.2,36.1,2288,6,31.4,0x0000,TRUE
169,02:49.4,304.7,59.2,36.1,2288,6,31.4,0x0000,TRUE
169,02:49.5,304.7,59.2,36.1,2288,6,31.4,0x0000,TRUE
169,02:49.6,304.7,59.2,36.1,2288,6,31.3,0x0000,TRUE
169,02:49.7,304.7,59.2,36.1,2288,6,31.3,0x0000,TRUE
169,02:49.9,304.7,59.2,36.1,2288,6,31.3,0x0000,TRUE
170,02:50.0,304.7,59.2,36.1,2288,6,31.3,0x0000,TRUE
170,02:50.1,304.7,59.2,36.1,2286,4,31.1,0x0000,TRUE
170,02:50.2,304.7,59.2,36.1,2286,4,31.1,0x0000,TRUE
170,02:50.4,304.7,59.2,36.1,2286,4,31.1,0x0000,TRUE
170,02:50.5,304.7,59.2,36.1,2286,4,31.1,0x0000,TRUE
170,02:50.6,304.7,59.2,36.1,2288,2,31.1,0x0000,TRUE
170,02:50.7,304.7,59.2,36.2,2288,2,31.1,0x0000,TRUE
170,02:50.9,305,59.2,36.2,2288,2,31.1,0x0000,TRUE
171,02:51.0,305,59.2,36.2,2288,2,31.1,0x0000,TRUE
171,02:51.1,304.7,59.2,36.2,2288,2,31.3,0x0000,TRUE
171,02:51.2,304.7,59.2,36.2,2288,2,31.3,0x0000,TRUE
171,02:51.4,304.7,59.2,36.2,2288,2,31.3,0x0000,TRUE
171,02:51.5,305,59.2,36.2,2288,2,31.3,0x0000,TRUE
171,02:51.6,305,59.2,36.2,2290,7,31.3,0x0000,TRUE
171,02:51.7,305,59.2,36.2,2290,7,31.3,0x0000,TRUE
171,02:51.9,305,59.2,36.2,2290,7,31.3,0x0000,TRUE
172,02:52.0,305,59.2,36.2,2290,7,31.3,0x0000,TRUE
172,02:52.1,305.3,59.2,36.2,2288,4,31.5,0x0000,TRUE
172,02:52.3,305.3,59.2,36.2,2288,4,31.5,0x0000,TRUE
172,02:52.4,305,59.2,36.2,2288,4,31.5,0x0000,TRUE
172,02:52.5,305.3,59.2,36.2,2288,4,31.5,0x0000,TRUE
172,02:52.6,305.3,59.2,36.2,2288,4,31.4,0x0000,TRUE
